tanggal_id,tanggal,deskripsi_tanggal_lengkap,hari_dalam_minggu,nomor_hari_dalam_bulan,nomor_hari_dalam_tahun,nomor_hari_dalam_bulan_fiskal,nomor_hari_dalam_tahun_fiskal,indikator_hari_terakhir_dalam_bulan,tanggal_akhir_minggu_kalender,nomor_minggu_dalam_tahun_kalender,nama_bulan_kalender,nomor_bulan_dalam_tahun_kalender,tahun_bulan_kalender,kuartal_kalender,tahun_kuartal_kalender,tahun_kalender,minggu_fiskal,nomor_minggu_dalam_tahun_fiskal,bulan_fiskal,nomor_bulan_dalam_tahun_fiskal,tahun_bulan_fiskal,kuartal_fiskal,tahun_kuartal_fiskal,setengah_tahun_fiskal,tahun_fiskal,indikator_hari_libur,indikator_hari_kerja,cap_waktu_sql
20240712,7/12/2024,"Juli 12, 2024",Jumat,12,194,194,194,FALSE,7/14/2024,28,Juli,7,2024-07,Q3,2024-Q3,2024,FW28,28,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-12
20240713,7/13/2024,"Juli 13, 2024",Sabtu,13,195,195,195,FALSE,7/14/2024,28,Juli,7,2024-07,Q3,2024-Q3,2024,FW28,28,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-07-13
20240714,7/14/2024,"Juli 14, 2024",Minggu,14,196,196,196,FALSE,7/14/2024,28,Juli,7,2024-07,Q3,2024-Q3,2024,FW28,28,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-07-14
20240715,7/15/2024,"Juli 15, 2024",Senin,15,197,197,197,FALSE,7/21/2024,29,Juli,7,2024-07,Q3,2024-Q3,2024,FW29,29,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-15
20240716,7/16/2024,"Juli 16, 2024",Selasa,16,198,198,198,FALSE,7/21/2024,29,Juli,7,2024-07,Q3,2024-Q3,2024,FW29,29,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-16
20240717,7/17/2024,"Juli 17, 2024",Rabu,17,199,199,199,FALSE,7/21/2024,29,Juli,7,2024-07,Q3,2024-Q3,2024,FW29,29,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-17
20240718,7/18/2024,"Juli 18, 2024",Kamis,18,200,200,200,FALSE,7/21/2024,29,Juli,7,2024-07,Q3,2024-Q3,2024,FW29,29,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-18
20240719,7/19/2024,"Juli 19, 2024",Jumat,19,201,201,201,FALSE,7/21/2024,29,Juli,7,2024-07,Q3,2024-Q3,2024,FW29,29,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-19
20240720,7/20/2024,"Juli 20, 2024",Sabtu,20,202,202,202,FALSE,7/21/2024,29,Juli,7,2024-07,Q3,2024-Q3,2024,FW29,29,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-07-20
20240721,7/21/2024,"Juli 21, 2024",Minggu,21,203,203,203,FALSE,7/21/2024,29,Juli,7,2024-07,Q3,2024-Q3,2024,FW29,29,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-07-21
20240722,7/22/2024,"Juli 22, 2024",Senin,22,204,204,204,FALSE,7/28/2024,30,Juli,7,2024-07,Q3,2024-Q3,2024,FW30,30,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-22
20240723,7/23/2024,"Juli 23, 2024",Selasa,23,205,205,205,FALSE,7/28/2024,30,Juli,7,2024-07,Q3,2024-Q3,2024,FW30,30,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-23
20240724,7/24/2024,"Juli 24, 2024",Rabu,24,206,206,206,FALSE,7/28/2024,30,Juli,7,2024-07,Q3,2024-Q3,2024,FW30,30,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-24
20240725,7/25/2024,"Juli 25, 2024",Kamis,25,207,207,207,FALSE,7/28/2024,30,Juli,7,2024-07,Q3,2024-Q3,2024,FW30,30,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-25
20240726,7/26/2024,"Juli 26, 2024",Jumat,26,208,208,208,FALSE,7/28/2024,30,Juli,7,2024-07,Q3,2024-Q3,2024,FW30,30,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-26
20240727,7/27/2024,"Juli 27, 2024",Sabtu,27,209,209,209,FALSE,7/28/2024,30,Juli,7,2024-07,Q3,2024-Q3,2024,FW30,30,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-07-27
20240728,7/28/2024,"Juli 28, 2024",Minggu,28,210,210,210,FALSE,7/28/2024,30,Juli,7,2024-07,Q3,2024-Q3,2024,FW30,30,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-07-28
20240729,7/29/2024,"Juli 29, 2024",Senin,29,211,211,211,FALSE,8/4/2024,31,Juli,7,2024-07,Q3,2024-Q3,2024,FW31,31,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-29
20240730,7/30/2024,"Juli 30, 2024",Selasa,30,212,212,212,FALSE,8/4/2024,31,Juli,7,2024-07,Q3,2024-Q3,2024,FW31,31,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-30
20240731,7/31/2024,"Juli 31, 2024",Rabu,31,213,213,213,TRUE,8/4/2024,31,Juli,7,2024-07,Q3,2024-Q3,2024,FW31,31,FM07,7,FY2024-FM07,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-07-31
20240801,8/1/2024,"Agustus 1, 2024",Kamis,1,214,214,214,FALSE,8/4/2024,31,Agustus,8,2024-08,Q3,2024-Q3,2024,FW31,31,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-01
20240802,8/2/2024,"Agustus 2, 2024",Jumat,2,215,215,215,FALSE,8/4/2024,31,Agustus,8,2024-08,Q3,2024-Q3,2024,FW31,31,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-02
20240803,8/3/2024,"Agustus 3, 2024",Sabtu,3,216,216,216,FALSE,8/4/2024,31,Agustus,8,2024-08,Q3,2024-Q3,2024,FW31,31,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-08-03
20240804,8/4/2024,"Agustus 4, 2024",Minggu,4,217,217,217,FALSE,8/4/2024,31,Agustus,8,2024-08,Q3,2024-Q3,2024,FW31,31,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-08-04
20240805,8/5/2024,"Agustus 5, 2024",Senin,5,218,218,218,FALSE,8/11/2024,32,Agustus,8,2024-08,Q3,2024-Q3,2024,FW32,32,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-05
20240806,8/6/2024,"Agustus 6, 2024",Selasa,6,219,219,219,FALSE,8/11/2024,32,Agustus,8,2024-08,Q3,2024-Q3,2024,FW32,32,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-06
20240807,8/7/2024,"Agustus 7, 2024",Rabu,7,220,220,220,FALSE,8/11/2024,32,Agustus,8,2024-08,Q3,2024-Q3,2024,FW32,32,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-07
20240808,8/8/2024,"Agustus 8, 2024",Kamis,8,221,221,221,FALSE,8/11/2024,32,Agustus,8,2024-08,Q3,2024-Q3,2024,FW32,32,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-08
20240809,8/9/2024,"Agustus 9, 2024",Jumat,9,222,222,222,FALSE,8/11/2024,32,Agustus,8,2024-08,Q3,2024-Q3,2024,FW32,32,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-09
20240810,8/10/2024,"Agustus 10, 2024",Sabtu,10,223,223,223,FALSE,8/11/2024,32,Agustus,8,2024-08,Q3,2024-Q3,2024,FW32,32,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-08-10
20240811,8/11/2024,"Agustus 11, 2024",Minggu,11,224,224,224,FALSE,8/11/2024,32,Agustus,8,2024-08,Q3,2024-Q3,2024,FW32,32,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-08-11
20240812,8/12/2024,"Agustus 12, 2024",Senin,12,225,225,225,FALSE,8/18/2024,33,Agustus,8,2024-08,Q3,2024-Q3,2024,FW33,33,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-12
20240813,8/13/2024,"Agustus 13, 2024",Selasa,13,226,226,226,FALSE,8/18/2024,33,Agustus,8,2024-08,Q3,2024-Q3,2024,FW33,33,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-13
20240814,8/14/2024,"Agustus 14, 2024",Rabu,14,227,227,227,FALSE,8/18/2024,33,Agustus,8,2024-08,Q3,2024-Q3,2024,FW33,33,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-14
20240815,8/15/2024,"Agustus 15, 2024",Kamis,15,228,228,228,FALSE,8/18/2024,33,Agustus,8,2024-08,Q3,2024-Q3,2024,FW33,33,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-15
20240816,8/16/2024,"Agustus 16, 2024",Jumat,16,229,229,229,FALSE,8/18/2024,33,Agustus,8,2024-08,Q3,2024-Q3,2024,FW33,33,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-16
20240817,8/17/2024,"Agustus 17, 2024",Sabtu,17,230,230,230,FALSE,8/18/2024,33,Agustus,8,2024-08,Q3,2024-Q3,2024,FW33,33,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-08-17
20240818,8/18/2024,"Agustus 18, 2024",Minggu,18,231,231,231,FALSE,8/18/2024,33,Agustus,8,2024-08,Q3,2024-Q3,2024,FW33,33,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-08-18
20240819,8/19/2024,"Agustus 19, 2024",Senin,19,232,232,232,FALSE,8/25/2024,34,Agustus,8,2024-08,Q3,2024-Q3,2024,FW34,34,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-19
20240820,8/20/2024,"Agustus 20, 2024",Selasa,20,233,233,233,FALSE,8/25/2024,34,Agustus,8,2024-08,Q3,2024-Q3,2024,FW34,34,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-20
20240821,8/21/2024,"Agustus 21, 2024",Rabu,21,234,234,234,FALSE,8/25/2024,34,Agustus,8,2024-08,Q3,2024-Q3,2024,FW34,34,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-21
20240822,8/22/2024,"Agustus 22, 2024",Kamis,22,235,235,235,FALSE,8/25/2024,34,Agustus,8,2024-08,Q3,2024-Q3,2024,FW34,34,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-22
20240823,8/23/2024,"Agustus 23, 2024",Jumat,23,236,236,236,FALSE,8/25/2024,34,Agustus,8,2024-08,Q3,2024-Q3,2024,FW34,34,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-23
20240824,8/24/2024,"Agustus 24, 2024",Sabtu,24,237,237,237,FALSE,8/25/2024,34,Agustus,8,2024-08,Q3,2024-Q3,2024,FW34,34,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-08-24
20240825,8/25/2024,"Agustus 25, 2024",Minggu,25,238,238,238,FALSE,8/25/2024,34,Agustus,8,2024-08,Q3,2024-Q3,2024,FW34,34,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-08-25
20240826,8/26/2024,"Agustus 26, 2024",Senin,26,239,239,239,FALSE,9/1/2024,35,Agustus,8,2024-08,Q3,2024-Q3,2024,FW35,35,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-26
20240827,8/27/2024,"Agustus 27, 2024",Selasa,27,240,240,240,FALSE,9/1/2024,35,Agustus,8,2024-08,Q3,2024-Q3,2024,FW35,35,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-27
20240828,8/28/2024,"Agustus 28, 2024",Rabu,28,241,241,241,FALSE,9/1/2024,35,Agustus,8,2024-08,Q3,2024-Q3,2024,FW35,35,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-28
20240829,8/29/2024,"Agustus 29, 2024",Kamis,29,242,242,242,FALSE,9/1/2024,35,Agustus,8,2024-08,Q3,2024-Q3,2024,FW35,35,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-29
20240830,8/30/2024,"Agustus 30, 2024",Jumat,30,243,243,243,FALSE,9/1/2024,35,Agustus,8,2024-08,Q3,2024-Q3,2024,FW35,35,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-08-30
20240831,8/31/2024,"Agustus 31, 2024",Sabtu,31,244,244,244,TRUE,9/1/2024,35,Agustus,8,2024-08,Q3,2024-Q3,2024,FW35,35,FM08,8,FY2024-FM08,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-08-31
20240901,9/1/2024,"September 1, 2024",Minggu,1,245,245,245,FALSE,9/1/2024,35,September,9,2024-09,Q3,2024-Q3,2024,FW35,35,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-09-01
20240902,9/2/2024,"September 2, 2024",Senin,2,246,246,246,FALSE,9/8/2024,36,September,9,2024-09,Q3,2024-Q3,2024,FW36,36,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-02
20240903,9/3/2024,"September 3, 2024",Selasa,3,247,247,247,FALSE,9/8/2024,36,September,9,2024-09,Q3,2024-Q3,2024,FW36,36,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-03
20240904,9/4/2024,"September 4, 2024",Rabu,4,248,248,248,FALSE,9/8/2024,36,September,9,2024-09,Q3,2024-Q3,2024,FW36,36,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-04
20240905,9/5/2024,"September 5, 2024",Kamis,5,249,249,249,FALSE,9/8/2024,36,September,9,2024-09,Q3,2024-Q3,2024,FW36,36,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-05
20240906,9/6/2024,"September 6, 2024",Jumat,6,250,250,250,FALSE,9/8/2024,36,September,9,2024-09,Q3,2024-Q3,2024,FW36,36,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-06
20240907,9/7/2024,"September 7, 2024",Sabtu,7,251,251,251,FALSE,9/8/2024,36,September,9,2024-09,Q3,2024-Q3,2024,FW36,36,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-09-07
20240908,9/8/2024,"September 8, 2024",Minggu,8,252,252,252,FALSE,9/8/2024,36,September,9,2024-09,Q3,2024-Q3,2024,FW36,36,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-09-08
20240909,9/9/2024,"September 9, 2024",Senin,9,253,253,253,FALSE,9/15/2024,37,September,9,2024-09,Q3,2024-Q3,2024,FW37,37,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-09
20240910,9/10/2024,"September 10, 2024",Selasa,10,254,254,254,FALSE,9/15/2024,37,September,9,2024-09,Q3,2024-Q3,2024,FW37,37,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-10
20240911,9/11/2024,"September 11, 2024",Rabu,11,255,255,255,FALSE,9/15/2024,37,September,9,2024-09,Q3,2024-Q3,2024,FW37,37,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-11
20240912,9/12/2024,"September 12, 2024",Kamis,12,256,256,256,FALSE,9/15/2024,37,September,9,2024-09,Q3,2024-Q3,2024,FW37,37,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-12
20240913,9/13/2024,"September 13, 2024",Jumat,13,257,257,257,FALSE,9/15/2024,37,September,9,2024-09,Q3,2024-Q3,2024,FW37,37,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-13
20240914,9/14/2024,"September 14, 2024",Sabtu,14,258,258,258,FALSE,9/15/2024,37,September,9,2024-09,Q3,2024-Q3,2024,FW37,37,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-09-14
20240915,9/15/2024,"September 15, 2024",Minggu,15,259,259,259,FALSE,9/15/2024,37,September,9,2024-09,Q3,2024-Q3,2024,FW37,37,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-09-15
20240916,9/16/2024,"September 16, 2024",Senin,16,260,260,260,FALSE,9/22/2024,38,September,9,2024-09,Q3,2024-Q3,2024,FW38,38,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,TRUE,2024-09-16
20240917,9/17/2024,"September 17, 2024",Selasa,17,261,261,261,FALSE,9/22/2024,38,September,9,2024-09,Q3,2024-Q3,2024,FW38,38,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-17
20240918,9/18/2024,"September 18, 2024",Rabu,18,262,262,262,FALSE,9/22/2024,38,September,9,2024-09,Q3,2024-Q3,2024,FW38,38,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-18
20240919,9/19/2024,"September 19, 2024",Kamis,19,263,263,263,FALSE,9/22/2024,38,September,9,2024-09,Q3,2024-Q3,2024,FW38,38,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-19
20240920,9/20/2024,"September 20, 2024",Jumat,20,264,264,264,FALSE,9/22/2024,38,September,9,2024-09,Q3,2024-Q3,2024,FW38,38,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-20
20240921,9/21/2024,"September 21, 2024",Sabtu,21,265,265,265,FALSE,9/22/2024,38,September,9,2024-09,Q3,2024-Q3,2024,FW38,38,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-09-21
20240922,9/22/2024,"September 22, 2024",Minggu,22,266,266,266,FALSE,9/22/2024,38,September,9,2024-09,Q3,2024-Q3,2024,FW38,38,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-09-22
20240923,9/23/2024,"September 23, 2024",Senin,23,267,267,267,FALSE,9/29/2024,39,September,9,2024-09,Q3,2024-Q3,2024,FW39,39,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-23
20240924,9/24/2024,"September 24, 2024",Selasa,24,268,268,268,FALSE,9/29/2024,39,September,9,2024-09,Q3,2024-Q3,2024,FW39,39,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-24
20240925,9/25/2024,"September 25, 2024",Rabu,25,269,269,269,FALSE,9/29/2024,39,September,9,2024-09,Q3,2024-Q3,2024,FW39,39,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-25
20240926,9/26/2024,"September 26, 2024",Kamis,26,270,270,270,FALSE,9/29/2024,39,September,9,2024-09,Q3,2024-Q3,2024,FW39,39,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-26
20240927,9/27/2024,"September 27, 2024",Jumat,27,271,271,271,FALSE,9/29/2024,39,September,9,2024-09,Q3,2024-Q3,2024,FW39,39,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-27
20240928,9/28/2024,"September 28, 2024",Sabtu,28,272,272,272,FALSE,9/29/2024,39,September,9,2024-09,Q3,2024-Q3,2024,FW39,39,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,FALSE,2024-09-28
20240929,9/29/2024,"September 29, 2024",Minggu,29,273,273,273,FALSE,9/29/2024,39,September,9,2024-09,Q3,2024-Q3,2024,FW39,39,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,TRUE,FALSE,2024-09-29
20240930,9/30/2024,"September 30, 2024",Senin,30,274,274,274,TRUE,10/6/2024,40,September,9,2024-09,Q3,2024-Q3,2024,FW40,40,FM09,9,FY2024-FM09,FQ3,FY2024-Q3,FY2024-H2,FY2024,FALSE,TRUE,2024-09-30
20241001,10/1/2024,"Oktober 1, 2024",Selasa,1,275,275,275,FALSE,10/6/2024,40,Oktober,10,2024-10,Q4,2024-Q4,2024,FW40,40,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-01
20241002,10/2/2024,"Oktober 2, 2024",Rabu,2,276,276,276,FALSE,10/6/2024,40,Oktober,10,2024-10,Q4,2024-Q4,2024,FW40,40,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-02
20241003,10/3/2024,"Oktober 3, 2024",Kamis,3,277,277,277,FALSE,10/6/2024,40,Oktober,10,2024-10,Q4,2024-Q4,2024,FW40,40,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-03
20241004,10/4/2024,"Oktober 4, 2024",Jumat,4,278,278,278,FALSE,10/6/2024,40,Oktober,10,2024-10,Q4,2024-Q4,2024,FW40,40,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-04
20241005,10/5/2024,"Oktober 5, 2024",Sabtu,5,279,279,279,FALSE,10/6/2024,40,Oktober,10,2024-10,Q4,2024-Q4,2024,FW40,40,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,FALSE,2024-10-05
20241006,10/6/2024,"Oktober 6, 2024",Minggu,6,280,280,280,FALSE,10/6/2024,40,Oktober,10,2024-10,Q4,2024-Q4,2024,FW40,40,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,TRUE,FALSE,2024-10-06
20241007,10/7/2024,"Oktober 7, 2024",Senin,7,281,281,281,FALSE,10/13/2024,41,Oktober,10,2024-10,Q4,2024-Q4,2024,FW41,41,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-07
20241008,10/8/2024,"Oktober 8, 2024",Selasa,8,282,282,282,FALSE,10/13/2024,41,Oktober,10,2024-10,Q4,2024-Q4,2024,FW41,41,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-08
20241009,10/9/2024,"Oktober 9, 2024",Rabu,9,283,283,283,FALSE,10/13/2024,41,Oktober,10,2024-10,Q4,2024-Q4,2024,FW41,41,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-09
20241010,10/10/2024,"Oktober 10, 2024",Kamis,10,284,284,284,FALSE,10/13/2024,41,Oktober,10,2024-10,Q4,2024-Q4,2024,FW41,41,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-10
20241011,10/11/2024,"Oktober 11, 2024",Jumat,11,285,285,285,FALSE,10/13/2024,41,Oktober,10,2024-10,Q4,2024-Q4,2024,FW41,41,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-11
20241012,10/12/2024,"Oktober 12, 2024",Sabtu,12,286,286,286,FALSE,10/13/2024,41,Oktober,10,2024-10,Q4,2024-Q4,2024,FW41,41,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,FALSE,2024-10-12
20241013,10/13/2024,"Oktober 13, 2024",Minggu,13,287,287,287,FALSE,10/13/2024,41,Oktober,10,2024-10,Q4,2024-Q4,2024,FW41,41,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,TRUE,FALSE,2024-10-13
20241014,10/14/2024,"Oktober 14, 2024",Senin,14,288,288,288,FALSE,10/20/2024,42,Oktober,10,2024-10,Q4,2024-Q4,2024,FW42,42,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-14
20241015,10/15/2024,"Oktober 15, 2024",Selasa,15,289,289,289,FALSE,10/20/2024,42,Oktober,10,2024-10,Q4,2024-Q4,2024,FW42,42,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-15
20241016,10/16/2024,"Oktober 16, 2024",Rabu,16,290,290,290,FALSE,10/20/2024,42,Oktober,10,2024-10,Q4,2024-Q4,2024,FW42,42,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-16
20241017,10/17/2024,"Oktober 17, 2024",Kamis,17,291,291,291,FALSE,10/20/2024,42,Oktober,10,2024-10,Q4,2024-Q4,2024,FW42,42,FM10,10,FY2024-FM10,FQ4,FY2024-Q4,FY2024-H2,FY2024,FALSE,TRUE,2024-10-17
